batter,stand,p_throws,pitch_label,pitch_count,whiff_rate,foul_rate,in_play_rate,hard_hit_rate,extra_base_hit_rate,avg_delta_run_exp
456781,R,L,CU,31,0.22580645161290322,0.0967741935483871,0.1935483870967742,0.16129032258064516,0.03225806451612903,0.00970967741935484
456781,R,L,FC,35,0.0,0.2,0.2,0.11428571428571428,0.02857142857142857,-0.00048571428571428697
456781,R,L,FF,123,0.08130081300813008,0.23577235772357724,0.18699186991869918,0.08130081300813008,0.008130081300813009,-0.02895121951219512
456781,R,L,FS,4,0.25,0.25,0.5,0.0,0.0,-0.0030000000000000027
456781,R,L,KC,7,0.2857142857142857,0.0,0.14285714285714285,0.14285714285714285,0.0,-0.05671428571428572
456781,R,L,SI,57,0.05263157894736842,0.3157894736842105,0.17543859649122806,0.14035087719298245,0.0,-0.02394736842105263
456781,R,L,SL,21,0.23809523809523808,0.14285714285714285,0.23809523809523808,0.09523809523809523,0.0,-0.053285714285714283
456781,R,L,ST,22,0.22727272727272727,0.22727272727272727,0.09090909090909091,0.045454545454545456,0.0,-0.0024090909090909145
456781,R,L,SV,7,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,-0.05914285714285714
456781,R,R,CH,14,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.0,0.0,-0.02321428571428571
456781,R,R,CU,7,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.4167142857142857
456781,R,R,FC,27,0.2222222222222222,0.18518518518518517,0.14814814814814814,0.07407407407407407,0.0,0.0372962962962963
456781,R,R,FF,87,0.09195402298850575,0.22988505747126436,0.16091954022988506,0.11494252873563218,0.022988505747126436,-0.004804597701149426
456781,R,R,KC,1,0.0,0.0,1.0,1.0,0.0,0.447
456781,R,R,OTHER,4,0.0,0.0,0.5,0.0,0.0,-0.1625
456781,R,R,SI,55,0.01818181818181818,0.21818181818181817,0.21818181818181817,0.07272727272727272,0.0,0.027436363636363634
456781,R,R,SL,67,0.19402985074626866,0.16417910447761194,0.19402985074626866,0.014925373134328358,0.014925373134328358,-0.01982089552238806
456781,R,R,ST,29,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.13793103448275862,0.034482758620689655,0.034551724137931034
457705,R,L,CH,104,0.07692307692307693,0.17307692307692307,0.18269230769230768,0.04807692307692308,0.019230769230769232,0.022346153846153845
457705,R,L,CU,74,0.17567567567567569,0.1891891891891892,0.08108108108108109,0.02702702702702703,0.0,-0.031932432432432434
457705,R,L,FC,51,0.1568627450980392,0.11764705882352941,0.09803921568627451,0.0392156862745098,0.0392156862745098,0.03056862745098039
457705,R,L,FF,192,0.078125,0.22395833333333334,0.171875,0.09895833333333333,0.015625,-0.02288541666666667
457705,R,L,FS,19,0.2631578947368421,0.10526315789473684,0.15789473684210525,0.15789473684210525,0.05263157894736842,0.02805263157894737
457705,R,L,KC,12,0.0,0.3333333333333333,0.25,0.16666666666666666,0.0,-0.012083333333333335
457705,R,L,SI,77,0.1038961038961039,0.16883116883116883,0.15584415584415584,0.1038961038961039,0.0,-0.02748051948051948
457705,R,L,SL,67,0.1044776119402985,0.11940298507462686,0.16417910447761194,0.05970149253731343,0.014925373134328358,0.045164179104477606
457705,R,L,ST,32,0.15625,0.0625,0.125,0.03125,0.03125,0.023093750000000003
457705,R,R,CH,50,0.12,0.16,0.2,0.14,0.02,0.0184
457705,R,R,CU,65,0.1076923076923077,0.07692307692307693,0.23076923076923078,0.09230769230769231,0.015384615384615385,0.024815384615384614
457705,R,R,FC,132,0.06060606060606061,0.19696969696969696,0.09848484848484848,0.022727272727272728,0.0,0.0036666666666666657
457705,R,R,FF,434,0.10368663594470046,0.26497695852534564,0.20276497695852536,0.1313364055299539,0.020737327188940093,-0.014025345622119816
457705,R,R,FS,36,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.01952777777777778
457705,R,R,KC,16,0.0625,0.1875,0.0625,0.0,0.0,0.0444375
457705,R,R,OTHER,3,0.0,0.0,0.3333333333333333,0.0,0.0,0.19233333333333333
457705,R,R,SI,329,0.0790273556231003,0.20972644376899696,0.1945288753799392,0.1033434650455927,0.015197568389057751,-0.0008693009118541037
457705,R,R,SL,319,0.1536050156739812,0.12225705329153605,0.10344827586206896,0.04075235109717868,0.012539184952978056,0.0004796238244514111
457705,R,R,ST,194,0.13402061855670103,0.13402061855670103,0.14948453608247422,0.03608247422680412,0.005154639175257732,-0.024541237113402063
457705,R,R,SV,8,0.25,0.0,0.0,0.0,0.0,0.06837499999999999
457759,R,L,CH,64,0.09375,0.171875,0.21875,0.03125,0.0,-0.024203125
457759,R,L,CU,40,0.05,0.325,0.15,0.025,0.0,0.010000000000000002
457759,R,L,FC,32,0.03125,0.34375,0.125,0.03125,0.0,-0.060031249999999994
457759,R,L,FF,192,0.08333333333333333,0.234375,0.11458333333333333,0.052083333333333336,0.026041666666666668,0.0066406250000000016
457759,R,L,FS,1,0.0,0.0,0.0,0.0,0.0,0.034
457759,R,L,KC,1,0.0,0.0,0.0,0.0,0.0,0.104
457759,R,L,OTHER,1,0.0,0.0,0.0,0.0,0.0,0.019
457759,R,L,SI,50,0.0,0.24,0.26,0.16,0.0,-0.03746
457759,R,L,SL,41,0.0975609756097561,0.1951219512195122,0.2926829268292683,0.21951219512195122,0.07317073170731707,0.08229268292682927
457759,R,L,ST,22,0.18181818181818182,0.045454545454545456,0.3181818181818182,0.09090909090909091,0.045454545454545456,-0.01109090909090909
457759,R,L,SV,1,0.0,0.0,0.0,0.0,0.0,-0.039
457759,R,R,CH,8,0.0,0.25,0.125,0.0,0.0,0.0029999999999999983
457759,R,R,CU,11,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,-0.051272727272727275
457759,R,R,FC,15,0.06666666666666667,0.06666666666666667,0.2,0.06666666666666667,0.0,-0.040799999999999996
457759,R,R,FF,166,0.0963855421686747,0.2891566265060241,0.13855421686746988,0.04819277108433735,0.0,-0.03662048192771084
457759,R,R,FS,1,0.0,0.0,0.0,0.0,0.0,0.015
457759,R,R,KC,2,0.0,0.0,0.0,0.0,0.0,-0.005999999999999998
457759,R,R,OTHER,1,0.0,0.0,1.0,0.0,0.0,0.478
457759,R,R,SI,56,0.017857142857142856,0.30357142857142855,0.14285714285714285,0.07142857142857142,0.0,-0.030125000000000002
457759,R,R,SL,44,0.13636363636363635,0.11363636363636363,0.2727272727272727,0.045454545454545456,0.022727272727272728,0.0009318181818181834
457759,R,R,ST,25,0.08,0.12,0.2,0.08,0.0,-0.013879999999999998
467793,L,R,CH,155,0.15483870967741936,0.16774193548387098,0.14193548387096774,0.06451612903225806,0.0,-0.01132258064516129
467793,L,R,CU,127,0.09448818897637795,0.12598425196850394,0.05511811023622047,0.015748031496062992,0.0,-0.015511811023622046
467793,L,R,FC,118,0.11864406779661017,0.2711864406779661,0.16101694915254236,0.1271186440677966,0.01694915254237288,-0.009601694915254238
467793,L,R,FF,413,0.0774818401937046,0.2106537530266344,0.22033898305084745,0.09927360774818401,0.012106537530266344,-0.010644067796610169
467793,L,R,FS,94,0.13829787234042554,0.1702127659574468,0.18085106382978725,0.07446808510638298,0.010638297872340425,-0.0035319148936170217
467793,L,R,KC,32,0.0625,0.09375,0.0625,0.0,0.0,0.0008437499999999999
467793,L,R,OTHER,1,0.0,0.0,0.0,0.0,0.0,0.113
467793,L,R,SI,169,0.07100591715976332,0.20710059171597633,0.1834319526627219,0.13609467455621302,0.005917159763313609,0.0005976331360946752
467793,L,R,SL,154,0.14285714285714285,0.16883116883116883,0.11038961038961038,0.05194805194805195,0.012987012987012988,0.004811688311688312
467793,L,R,ST,78,0.1282051282051282,0.15384615384615385,0.07692307692307693,0.02564102564102564,0.01282051282051282,0.03174358974358974
467793,L,R,SV,11,0.09090909090909091,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.010999999999999994
467793,R,L,CH,75,0.13333333333333333,0.12,0.12,0.08,0.013333333333333334,0.011333333333333334
467793,R,L,CU,55,0.14545454545454545,0.14545454545454545,0.14545454545454545,0.07272727272727272,0.01818181818181818,-0.007454545454545456
467793,R,L,FC,53,0.03773584905660377,0.18867924528301888,0.16981132075471697,0.05660377358490566,0.018867924528301886,0.0055283018867924565
467793,R,L,FF,168,0.07142857142857142,0.17857142857142858,0.2976190476190476,0.10119047619047619,0.017857142857142856,-0.004053571428571427
467793,R,L,FS,3,0.0,0.3333333333333333,0.0,0.0,0.0,0.057333333333333326
467793,R,L,KC,13,0.23076923076923078,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.015923076923076925
467793,R,L,OTHER,1,0.0,0.0,1.0,0.0,0.0,0.629
467793,R,L,SI,72,0.06944444444444445,0.20833333333333334,0.1111111111111111,0.09722222222222222,0.013888888888888888,-0.015041666666666668
467793,R,L,SL,63,0.1746031746031746,0.1746031746031746,0.06349206349206349,0.047619047619047616,0.0,-0.009793650793650794
467793,R,L,ST,46,0.08695652173913043,0.13043478260869565,0.17391304347826086,0.06521739130434782,0.0,-0.016195652173913045
467793,R,L,SV,1,0.0,1.0,0.0,0.0,0.0,0.0
493329,R,L,CH,18,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.05555555555555555,0.0,-0.041277777777777774
493329,R,L,CU,1,0.0,0.0,0.0,0.0,0.0,0.037
493329,R,L,FC,2,0.0,0.0,0.5,0.0,0.0,-0.1065
493329,R,L,FF,27,0.1111111111111111,0.2222222222222222,0.14814814814814814,0.037037037037037035,0.037037037037037035,-0.01966666666666667
493329,R,L,FS,8,0.125,0.125,0.125,0.0,0.0,-0.01725
493329,R,L,KC,2,0.0,0.5,0.5,0.0,0.0,-0.0915
493329,R,L,SI,7,0.0,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.0,-0.007999999999999998
493329,R,L,SL,5,0.0,0.0,0.2,0.2,0.0,-0.046200000000000005
493329,R,L,ST,7,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,-0.03442857142857143
493329,R,R,CH,3,0.0,1.0,0.0,0.3333333333333333,0.0,-0.023333333333333334
493329,R,R,CU,2,0.5,0.0,0.0,0.0,0.0,-0.134
493329,R,R,FC,1,0.0,0.0,0.0,0.0,0.0,-0.045
493329,R,R,FF,17,0.11764705882352941,0.29411764705882354,0.17647058823529413,0.0,0.0,-0.06841176470588235
493329,R,R,SI,5,0.0,0.2,0.2,0.0,0.0,-0.030199999999999998
493329,R,R,SL,12,0.25,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,-0.056999999999999995
493329,R,R,ST,9,0.0,0.1111111111111111,0.0,0.0,0.0,0.025888888888888892
500743,R,L,CH,85,0.09411764705882353,0.11764705882352941,0.21176470588235294,0.08235294117647059,0.011764705882352941,0.008611764705882353
500743,R,L,CU,41,0.14634146341463414,0.0975609756097561,0.0975609756097561,0.04878048780487805,0.024390243902439025,0.032731707317073165
500743,R,L,FC,28,0.07142857142857142,0.10714285714285714,0.21428571428571427,0.03571428571428571,0.03571428571428571,0.03703571428571428
500743,R,L,FF,175,0.022857142857142857,0.2342857142857143,0.22285714285714286,0.08,0.045714285714285714,0.019977142857142853
500743,R,L,FS,12,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,-0.028583333333333332
500743,R,L,KC,10,0.1,0.1,0.1,0.1,0.0,0.042300000000000004
500743,R,L,SI,95,0.021052631578947368,0.12631578947368421,0.23157894736842105,0.11578947368421053,0.021052631578947368,0.03113684210526316
500743,R,L,SL,46,0.10869565217391304,0.1956521739130435,0.1956521739130435,0.10869565217391304,0.043478260869565216,0.05445652173913043
500743,R,L,ST,21,0.047619047619047616,0.23809523809523808,0.047619047619047616,0.0,0.0,-9.523809523809466e-05
500743,R,R,CH,31,0.1935483870967742,0.1935483870967742,0.22580645161290322,0.06451612903225806,0.03225806451612903,-0.05164516129032258
500743,R,R,CU,30,0.1,0.1,0.16666666666666666,0.1,0.0,-0.0575
500743,R,R,FC,64,0.0625,0.171875,0.28125,0.03125,0.0,-0.042109375
500743,R,R,FF,184,0.03804347826086957,0.18478260869565216,0.18478260869565216,0.07608695652173914,0.010869565217391304,-0.0027173913043478256
500743,R,R,FS,15,0.13333333333333333,0.2,0.2,0.06666666666666667,0.0,0.011199999999999998
500743,R,R,KC,6,0.0,0.0,0.0,0.0,0.0,-0.010166666666666666
500743,R,R,OTHER,8,0.0,0.125,0.375,0.25,0.0,0.09825
500743,R,R,SI,100,0.01,0.14,0.32,0.12,0.03,0.005670000000000001
500743,R,R,SL,101,0.18811881188118812,0.16831683168316833,0.19801980198019803,0.06930693069306931,0.039603960396039604,0.00039603960396039737
500743,R,R,ST,67,0.1044776119402985,0.11940298507462686,0.22388059701492538,0.04477611940298507,0.0,-0.03902985074626866
500743,R,R,SV,8,0.0,0.125,0.25,0.0,0.0,0.012125000000000004
502054,R,L,CH,59,0.11864406779661017,0.11864406779661017,0.2542372881355932,0.0847457627118644,0.01694915254237288,0.030813559322033897
502054,R,L,CU,44,0.06818181818181818,0.09090909090909091,0.20454545454545456,0.06818181818181818,0.0,-0.04327272727272727
502054,R,L,FC,28,0.14285714285714285,0.14285714285714285,0.21428571428571427,0.03571428571428571,0.03571428571428571,0.007357142857142854
502054,R,L,FF,167,0.07784431137724551,0.16167664670658682,0.1497005988023952,0.09580838323353294,0.005988023952095809,-0.01755688622754491
502054,R,L,FS,7,0.0,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.16885714285714284
502054,R,L,KC,12,0.0,0.08333333333333333,0.0,0.0,0.0,0.04933333333333333
502054,R,L,SI,66,0.045454545454545456,0.15151515151515152,0.16666666666666666,0.12121212121212122,0.0,-0.021500000000000002
502054,R,L,SL,64,0.09375,0.328125,0.109375,0.109375,0.015625,0.0148125
502054,R,L,ST,19,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.05263157894736842,0.0,-0.017210526315789475
502054,R,R,CH,44,0.11363636363636363,0.25,0.13636363636363635,0.06818181818181818,0.0,0.006454545454545454
502054,R,R,CU,60,0.1,0.08333333333333333,0.11666666666666667,0.05,0.0,-0.021349999999999997
502054,R,R,FC,103,0.08737864077669903,0.18446601941747573,0.1941747572815534,0.07766990291262135,0.02912621359223301,0.024873786407766992
502054,R,R,FF,300,0.08,0.17666666666666667,0.17333333333333334,0.10666666666666667,0.023333333333333334,0.02242
502054,R,R,FS,23,0.21739130434782608,0.17391304347826086,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.02282608695652174
502054,R,R,KC,21,0.2857142857142857,0.14285714285714285,0.09523809523809523,0.0,0.0,-0.06133333333333334
502054,R,R,OTHER,7,0.0,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.05814285714285715
502054,R,R,SI,253,0.02766798418972332,0.18972332015810275,0.2648221343873518,0.14624505928853754,0.023715415019762844,0.0006837944664031596
502054,R,R,SL,213,0.14084507042253522,0.107981220657277,0.14084507042253522,0.07042253521126761,0.018779342723004695,-0.010910798122065728
502054,R,R,ST,126,0.1349206349206349,0.1111111111111111,0.1746031746031746,0.031746031746031744,0.0,-0.027317460317460317
502054,R,R,SV,8,0.0,0.25,0.125,0.125,0.0,0.016375
502671,R,L,CH,98,0.12244897959183673,0.1326530612244898,0.25510204081632654,0.12244897959183673,0.030612244897959183,0.007887755102040817
502671,R,L,CU,54,0.018518518518518517,0.09259259259259259,0.2222222222222222,0.09259259259259259,0.018518518518518517,0.012296296296296298
502671,R,L,FC,83,0.04819277108433735,0.1566265060240964,0.18072289156626506,0.12048192771084337,0.024096385542168676,0.0009036144578313251
502671,R,L,FF,190,0.03684210526315789,0.24210526315789474,0.21578947368421053,0.1736842105263158,0.04736842105263158,0.03037894736842105
502671,R,L,FS,8,0.125,0.25,0.375,0.25,0.0,0.032625
502671,R,L,KC,9,0.0,0.1111111111111111,0.0,0.0,0.0,0.008333333333333335
502671,R,L,SI,62,0.016129032258064516,0.12903225806451613,0.27419354838709675,0.1935483870967742,0.04838709677419355,0.025129032258064513
502671,R,L,SL,88,0.07954545454545454,0.17045454545454544,0.13636363636363635,0.07954545454545454,0.011363636363636364,0.005977272727272728
502671,R,L,ST,48,0.10416666666666667,0.10416666666666667,0.14583333333333334,0.08333333333333333,0.0,0.033979166666666664
502671,R,L,SV,2,0.0,0.0,0.0,0.0,0.0,-0.004
502671,R,R,CH,80,0.1875,0.2,0.2,0.075,0.0125,0.009462499999999999
502671,R,R,CU,40,0.075,0.125,0.125,0.075,0.025,0.009375
502671,R,R,FC,133,0.10526315789473684,0.22556390977443608,0.15789473684210525,0.09022556390977443,0.015037593984962405,0.007533834586466165
502671,R,R,FF,416,0.07451923076923077,0.30528846153846156,0.1778846153846154,0.09375,0.009615384615384616,-0.009228365384615383
502671,R,R,FS,68,0.11764705882352941,0.1323529411764706,0.3382352941176471,0.08823529411764706,0.029411764705882353,-0.005044117647058824
502671,R,R,KC,14,0.0,0.14285714285714285,0.2857142857142857,0.07142857142857142,0.0,-0.04542857142857143
502671,R,R,OTHER,3,0.0,0.0,0.0,0.0,0.0,0.036000000000000004
502671,R,R,SI,270,0.1,0.3037037037037037,0.22962962962962963,0.11851851851851852,0.025925925925925925,-0.027455555555555556
502671,R,R,SL,249,0.14056224899598393,0.10843373493975904,0.1285140562248996,0.05622489959839357,0.01606425702811245,-0.003931726907630522
502671,R,R,ST,137,0.072992700729927,0.10948905109489052,0.11678832116788321,0.0364963503649635,0.0,-0.002656934306569343
502671,R,R,SV,12,0.0,0.08333333333333333,0.25,0.0,0.0,-0.002666666666666665
506702,L,R,CH,5,0.4,0.0,0.2,0.0,0.0,-0.09659999999999999
506702,L,R,CU,2,0.0,0.0,0.0,0.0,0.0,0.020999999999999998
506702,L,R,FF,8,0.0,0.75,0.125,0.125,0.0,-0.09175
506702,L,R,FS,1,0.0,0.0,0.0,0.0,0.0,0.042
506702,L,R,KC,3,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.37033333333333335
506702,L,R,SI,6,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,-0.09049999999999998
506702,L,R,SL,5,0.0,0.0,0.0,0.0,0.0,-0.0065999999999999965
506702,R,L,CH,1,0.0,0.0,0.0,0.0,0.0,-0.062
506702,R,L,CU,2,0.0,0.5,0.0,0.0,0.0,0.0135
506702,R,L,FF,5,0.2,0.0,0.2,0.2,0.0,-0.0992
506702,R,L,SI,3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.06466666666666666
514888,R,L,CH,102,0.10784313725490197,0.18627450980392157,0.23529411764705882,0.058823529411764705,0.0196078431372549,-0.01038235294117647
514888,R,L,CU,41,0.1951219512195122,0.1951219512195122,0.0975609756097561,0.024390243902439025,0.0,-0.015390243902439024
514888,R,L,FC,50,0.06,0.34,0.16,0.18,0.0,-0.015819999999999997
514888,R,L,FF,108,0.05555555555555555,0.17592592592592593,0.2037037037037037,0.12962962962962962,0.046296296296296294,0.07914814814814815
514888,R,L,FS,4,0.25,0.25,0.0,0.0,0.0,-0.00375
514888,R,L,KC,7,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,-0.08885714285714287
514888,R,L,SI,58,0.10344827586206896,0.15517241379310345,0.1896551724137931,0.10344827586206896,0.0,-0.011499999999999996
514888,R,L,SL,65,0.2,0.24615384615384617,0.12307692307692308,0.06153846153846154,0.015384615384615385,-0.026353846153846155
514888,R,L,ST,25,0.12,0.08,0.2,0.0,0.04,0.02104
514888,R,L,SV,4,0.25,0.0,0.25,0.0,0.0,0.07924999999999999
514888,R,R,CH,109,0.09174311926605505,0.24770642201834864,0.22935779816513763,0.11009174311926606,0.027522935779816515,-0.015238532110091744
514888,R,R,CU,74,0.10810810810810811,0.17567567567567569,0.24324324324324326,0.08108108108108109,0.02702702702702703,0.02443243243243243
514888,R,R,FC,154,0.07142857142857142,0.18831168831168832,0.24025974025974026,0.11688311688311688,0.025974025974025976,0.0069805194805194785
514888,R,R,FF,405,0.06419753086419754,0.2123456790123457,0.2222222222222222,0.0962962962962963,0.037037037037037035,0.011101234567901236
514888,R,R,FS,76,0.09210526315789473,0.2236842105263158,0.14473684210526316,0.05263157894736842,0.013157894736842105,0.013710526315789473
514888,R,R,KC,34,0.14705882352941177,0.17647058823529413,0.23529411764705882,0.14705882352941177,0.0,0.018911764705882354
514888,R,R,SI,397,0.042821158690176324,0.20906801007556675,0.18387909319899245,0.0654911838790932,0.020151133501259445,0.0006574307304785909
514888,R,R,SL,322,0.13043478260869565,0.14596273291925466,0.2795031055900621,0.055900621118012424,0.012422360248447204,-0.013189440993788822
514888,R,R,ST,210,0.12857142857142856,0.21428571428571427,0.19047619047619047,0.04285714285714286,0.023809523809523808,0.0017999999999999993
514888,R,R,SV,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,-0.00366666666666667
516782,R,L,CH,110,0.18181818181818182,0.13636363636363635,0.11818181818181818,0.045454545454545456,0.00909090909090909,0.002218181818181819
516782,R,L,CU,43,0.11627906976744186,0.18604651162790697,0.23255813953488372,0.20930232558139536,0.023255813953488372,0.06862790697674419
516782,R,L,FC,52,0.1346153846153846,0.23076923076923078,0.15384615384615385,0.09615384615384616,0.038461538461538464,0.022134615384615385
516782,R,L,FF,216,0.05555555555555555,0.23148148148148148,0.20833333333333334,0.125,0.023148148148148147,0.0024953703703703705
516782,R,L,FS,7,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,-0.04342857142857143
516782,R,L,KC,7,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,-0.03428571428571429
516782,R,L,SI,55,0.10909090909090909,0.21818181818181817,0.2,0.18181818181818182,0.0,-0.06554545454545455
516782,R,L,SL,47,0.14893617021276595,0.1702127659574468,0.19148936170212766,0.02127659574468085,0.0,0.0024042553191489353
516782,R,L,ST,31,0.16129032258064516,0.25806451612903225,0.16129032258064516,0.06451612903225806,0.06451612903225806,-0.005774193548387097
516782,R,R,CH,39,0.15384615384615385,0.3076923076923077,0.20512820512820512,0.10256410256410256,0.02564102564102564,-0.0437948717948718
516782,R,R,CU,17,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.0074705882352941195
516782,R,R,FC,68,0.11764705882352941,0.1323529411764706,0.23529411764705882,0.058823529411764705,0.014705882352941176,0.008985294117647058
516782,R,R,FF,165,0.06666666666666667,0.23636363636363636,0.19393939393939394,0.09696969696969697,0.030303030303030304,0.009466666666666667
516782,R,R,FS,15,0.26666666666666666,0.06666666666666667,0.2,0.13333333333333333,0.0,0.06319999999999999
516782,R,R,KC,9,0.3333333333333333,0.0,0.0,0.0,0.0,-0.014666666666666668
516782,R,R,OTHER,10,0.0,0.2,0.1,0.0,0.0,0.0736
516782,R,R,SI,133,0.09022556390977443,0.18796992481203006,0.23308270676691728,0.08270676691729323,0.015037593984962405,-0.014526315789473686
516782,R,R,SL,135,0.17777777777777778,0.11851851851851852,0.18518518518518517,0.037037037037037035,0.007407407407407408,-0.0029481481481481477
516782,R,R,ST,51,0.1568627450980392,0.29411764705882354,0.09803921568627451,0.058823529411764705,0.0,-0.014568627450980393
516782,R,R,SV,10,0.1,0.0,0.1,0.0,0.0,0.000999999999999998
518595,R,L,CH,31,0.3225806451612903,0.12903225806451613,0.06451612903225806,0.0,0.0,-0.033451612903225805
518595,R,L,CU,13,0.15384615384615385,0.23076923076923078,0.0,0.0,0.0,-0.038307692307692306
518595,R,L,FC,14,0.35714285714285715,0.21428571428571427,0.0,0.0,0.0,-0.0345
518595,R,L,FF,47,0.1276595744680851,0.2978723404255319,0.2127659574468085,0.1276595744680851,0.02127659574468085,-0.023234042553191493
518595,R,L,KC,3,0.3333333333333333,0.0,0.0,0.0,0.0,-0.08666666666666667
518595,R,L,SI,28,0.10714285714285714,0.25,0.25,0.10714285714285714,0.03571428571428571,0.010428571428571426
518595,R,L,SL,21,0.23809523809523808,0.047619047619047616,0.2857142857142857,0.047619047619047616,0.047619047619047616,-0.056857142857142856
518595,R,L,ST,9,0.2222222222222222,0.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.11155555555555556
518595,R,R,CH,18,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.1111111111111111,0.12733333333333335
518595,R,R,CU,28,0.25,0.17857142857142858,0.14285714285714285,0.03571428571428571,0.0,-0.058750000000000004
518595,R,R,FC,51,0.21568627450980393,0.19607843137254902,0.17647058823529413,0.0392156862745098,0.0,-0.06841176470588235
518595,R,R,FF,217,0.1336405529953917,0.2857142857142857,0.16129032258064516,0.08755760368663594,0.02304147465437788,-0.014566820276497697
518595,R,R,FS,24,0.25,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.0,-0.037208333333333336
518595,R,R,KC,18,0.0,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.0,-0.04594444444444445
518595,R,R,SI,100,0.12,0.21,0.22,0.11,0.01,-0.027309999999999997
518595,R,R,SL,144,0.1875,0.16666666666666666,0.1111111111111111,0.0763888888888889,0.034722222222222224,0.023951388888888887
518595,R,R,ST,84,0.14285714285714285,0.25,0.13095238095238096,0.047619047619047616,0.023809523809523808,0.009464285714285713
518595,R,R,SV,6,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,-0.104
